Profile ID,Case Name,Case Brief Description,URL,Country,Sector,Impact,Data Used,Long Description,Image File Name,Region,Machine Readable(Yes/No),Last updated,Status,Owner,Notes
841,KataData,An economics and business publication in Indonesia,http://databoks.katadata.co.id,Indonesia,"Business, research and consulting","Publish data, articles, reports and visualizations for economic and business analysis","Economic, demographic, business and financial data from Indonesia’s Central Statistics Agency (BPS), Financial Services Authority (OJK), Ministry of Maritime Affairs and Fisheries, Agency Plantation Fund Management (BPDP), Regulatory Agency for Upstream Oil and Gas (BPH Migas), Ministry of Finance - Directorate General of Taxation (DGT), Investment Coordinating Board (BKPM)","<br>Katadata offers an analytical news and research portal which provides economic and business data, news and investigations. The portal builds on Indonesia’s Internet growth, mobile and social media usage, as well as the country’s economic growth, which justify the need for the dissemination of more economic and financial information.<br><br>Katadata makes extensive use of open data while combining journalism and analysis, i.e. news and research, in its day-to-day business. In this context, Katadata created Databoks, a data portal that hosts business and economic statistical data from Indonesia. Considering the fragmentation of Indonesian economics and business data, Databoks was created with the goal of facilitating the use of data by companies, business people, researchers, students, government and media for various purposes, such as presentations, report creation and strengthening of media coverage.",Katadata_bus_eap.png,East Asia & Pacific,Yes,Nov 15,Final,AA,
869,La Nacion,Argentine daily newspaper covering national and international news,http://www.lanacion.com.ar,Argentina,Media and communications,Investigative journalism and making government information accessible in an open format,"Many including macroeconomic data, consumer indices, monthly industrial data, weather data, CO2 emissions, consumer complaints, tourism statistics, transportation data, political contributions in Argentina, and Buenos Aires census data","<br>La Nacion newspaper has been engaged in using and disseminating open data in various ways. In 2010, the newspaper started a project on data visualization where journalists, graphic designers and computer scientists worked together to understand how visualization tools can be used for reporting. The first delivery of this initiative, a <a target=""_blank"" href=""http://www.lanacion.com.ar/1380725-colectivos-insaciables-un-cheque-diario-de-10-millones-en-subsidios"">report</a> on Argentina’s Subsidies System for Transportation, relied on combining open transportation data from two government agencies ( Secretary of Transportation, and National Commission for Transport Regulation). The investigation discovered that the subsidies (gas and cash) grew dramatically (up to $34 billion) during the past ten years, and revealed the 20 companies that received more money from this system.<br><br>However, getting the public data in the first place poses a significant challenge. Since Argentina doesn’t have a law that allows citizens access public documents, like Freedom of Information Act in the U.S, all the information used in this investigation had to be converted from PDF’s documents to CSV and Excel files. In this context, making public data available in an open format is another goal of La Nacion. In march 2012, the newspaper launched an <a target=""_blank"" href=""http://data.lanacion.com.ar/dashboards/4608/actividad-legislativa/"">open data portal</a>. In this portal, users can access official data in the domains of legislation and policy-making, general indicators, environment, sports, and economics.",LaNacion_med_lac.png,Latin America & Caribbean,No,Nov 16,Final,AA,
878,Lebanese Association for Democratic Elections,"Website that features visualizations of past elections according to voter trends based on gender, voter representation in Parliament, etc.",http://www.lade.org.lb/,Lebanon,Governance,Promotes electoral transparency and reform in Lebanon,"Demographic and electoral data from the Ministry of the Interior and Municipalities (MoIM), the Directorate General of Personal Services (DGPS), and www.elections.gov.lb website","<br>For Lebanon’s 2017 general elections, the Lebanese Association for Democratic Elections (LADE) and Lamba Labs have created a data platform that visualizes voter trends in past elections to help foster discussions, reform, and participation in the Lebanese election process. The Lebanese Elections Data Analysis project features visualizations such as voter trends based on gender, voter representation in the Parliament, and citizen involvement in the political system.<br><br>These visualizations are based on data collected by the LADE as well as from government data published by the Ministry of the Interior and Municipalities (MoIM), the Directorate General of Personal Services (DGPS), and the www.elections.gov.lb website. Additionally, during the election, LADE is prepared to monitor electoral violations and map them on its website. It will also create maps similar to those on its website in order to delineate voting patterns and proportionality of the election. LADE’s project will help ensure transparency in the upcoming general elections and provide vital information informing citizens and legislators on how to move forward with legislative and electoral reforms.",LebaneseAssoc_gov_mna.png,Middle East & North Africa,No,Nov 16,Final,AA,
922,Mandi Trades,A location-based social network fostering business directly between local farmers and buyers,http://www.manditrades.com/,India,Agriculture,Increases efficiency in the agriculture market and reduces information asymmetry for small-scale farmers,Commodity Prices from India’s data portal and AgMarknet.gov.in,"<br>Mandi Trades is a location-based social network and mobile application that connects farmers, transporters, traders, shop owners, and retail managers to one another. Under the services of <a target=""_blank"" href=""http://farmobi-technologies-pvt-ltd.android.informer.com/"">Farmobi Technologies Pvt Ltd</a>, Mandi Trades allows buyers and sellers to bypass the middlemen often involved in the Indian food industry. Instead, this platform creates an environment where buyers can purchase crops directly from local farmers, which reduces transportation costs and increases profit margins for both parties. These services also automatically incorporate the locations of sellers upon uploading datasets.<br><br>The Farmobi Technologies' app levels the agricultural market in two ways. First, it features agricultural market price data from the government of India’s data portal, <a target=""_blank"" href=""https://data.gov.in/"">data.gov.in</a>, to make public information access a key component to competitive pricing. Second, the app lets farmers directly post details about their crops, making purchasing decisions transparent to both suppliers and buyers. These two features in Mandi Trades not only decreases information asymmetry but also leverages existing government data to encourage public data use within the agriculture sector for fair and competitive pricing.",MandiTrades_agr_sar.png,South Asia,Yes,Nov 15,Final,AA,
936,MapYourProperty,Website that automates zoning and land use information collection and compiles the data into a single report for clients,http://www.mapyourproperty.com/,Canada,"Housing, construction & real estate",Streamlines information gathering for urban planners and developers,"Zoning, regulatory, environmental, and land use datasets from the City of Toronto, Region of York, and Ontario Government of Canada","<br>MapYourProperty gives clients instant access to zoning, land use, and environmental information about a specific location, eliminating the tedious process of cross-checking a property with the land regulations and restrictions pertaining to that location.<br><br>The Canadian startup relies almost entirely on open municipal and federal datasets, such as land use and zoning policies, the Toronto Bylaw 569-2013, or the Oak Ridge Moraine Plan. The information from these datasets is incorporated in two places: first, when a client visits MapYourProperty’s website, information such as environmental laws and flooding areas are overlaid on a Google maps search of the client’s location of interest. Information on the map is categorized into five tabs: land use, zoning, environmental, and water and provincial regulations. Second, when the client is satisfied with the map, MapYourProperty compiles this visual data and more into a single, detailed Word document.<br><br>The startup has enhanced Ontario’s real estate market, streamlining a previously time-consuming process that involved browsing through city hall binders and physical maps.",MapYourProperty_hou_na.png,North America,No,Nov 16,Final,AA,
952,medicat.io,A website that provides information on medication and pharmacies for the general public,http://medicat.io,France,Healthcare,Helps consumers make more informed decisions about the medication/drugs they take,"Public database of medicines and National file of Health and Social Institutions (FINESS) from France’s Ministry of Social Affairs, Health and Women's Rights; National repository drug interactions and Official list of medication drugs in allopathy, homeopathy and herbal from France’s National Agency for the Safety of Health Products (ANSM); Drugstores on duty and emergency in Paris from the Regional Health Agency - Ile de France","<br>The goal of Medicat.io is to make information about medication in France more accessible to teh public, and allow people to be better informed when they discuss medications with doctors or pharmacists. Where there there is higher medication consumption in France than in its neighbouring countries, Medicat.io aims to raise awareness about the risks of taking multiple medications simultaneously. By analyzing crossing and comparing the components of different medications, and highlighting relevant information using reliable sources, the website allows users to explore the different treatment options available, and discuss the best options with pharmacists.<br><br>The service provided by Medicat.io is built on publicly available data. It uses data from France’s public database of medicines (Ministry of Social Affairs, Health and Women's Rights), the its National repository drug interactions (Agence française de sécurité sanitaire des produits de santé), which is updated every month. Similarly, the directory of pharmacies integrates public data from the Regional Health Agency, and the National file of Health and Social Institutions.",MedicatIO_hea_eca.png,Europe & Central Asia,No,Nov 16,Final,AA,
971,Michael Culture Association,A nonprofit that promotes digital cultural content and creates a network among cultural institutions throughout Europe,http://www.michael-culture.eu/,France,"Arts, culture and tourism",Consolidates and fosters growing digital cultural content from museums and libraries across Europe,"Cultural data and inventories from public museums, libraries and archives across Europe","<br>As the world increasingly moves towards digital formats, Michael Culture Association, commissioned in 2007,  provides members with access to digital cultural resources. The nonprofit encompasses over 150 cultural institutions across Europe, and its main project is the Michael Culture portal, which allows users to browse through European digital cultural heritage material online.<br><br>The Michael Culture portal builds its content from public and private, museums, libraries, and archives. The content itself ranges from art to archaeology and spans all periods of European history, and is searchable by subject, author, date, as well as a number of other identifiers. Michael Culture Association also links users to national portals of digital cultural collections, thus consolidating a number of scattered resources within a single portal. Through its support for multiple languages and large collection, the Michael Culture portal is able to deliver a searchable digital database of cultural content that supersedes the traditional linguistic and physical barriers of European cultural institutions.",MichaelCultureAssoc_art_eca.png,Europe & Central Asia,No,Nov 16,Final,AA,
981,Mobile Content.Com Ltd.,Mobile content provider in Ghana,http://mobilecontent.com.gh,Ghana,Media and communications,Improves organization’s market and pricing strategy,"Demographic, consumer and mobile penetration data from Ghana’s Census; Education data from Ghana’s Ministry of Education","<br>MobileContent primarily uses open data to inform the organization’s strategic decisions. For instance, the organization uses various types of consumer data on mobile use (e.g. value of mobile services, how much consumers spend per month on average, mobile penetration), complemented with demographic data, to determine whether a specific target market is likely to be profitable, and the optimal pricing for the organization’s products and services.<br><br>MobileContent designs a number of mobile-based services, providing information ranging from ways to prevent diseases to jokes and horoscopes. In addition to using open data to inform pricing, marketing and product development, the organization also hosts a platform with information about educational institutions throughout Ghana.",MobileContent_med_ssa.png,Sub-Saharan Africa,Yes,Nov 15,Final,AA,
1022,Navut,Provides online tools identify user preferences to facilitate relocation in Canada,http://www.navut.com/,Canada,"Housing, construction & real estate",Customizes and cuts down the cost of housing searches,"Demographic data from Canada Census and U.S. Census Bureau, education data at the province level from Canadian Ministries of Education, U.S. Geological Survey","<br>Relocating to a new area comes with its own challenges, but for the founders of Navut, relocating to Canada as immigrants <a target=""_blank"" href=""https://www.thestar.com/news/immigration/2014/11/11/website_navutcom_matches_newcomers_with_the_perfect_neighbourhood.html"">inspired them to create a website</a> breaking down information barriers in the housing market. Designed for enhanced user operability, Navut was founded in 2012 and seeks to generate data-driven decision-making. Navut provides online tools for users to specify relocation preferences depending on selection criteria, such as lifestyle and budget, and feeds the data through a personalized search engine called The Neighborhood Finder. Information collected from government and private sources address the criteria and allow users to narrow their real estate options.<br><br>Users examine property locations and assess factors such as distance to schools or commute to work. Additional information provided includes statistics on public and private schools, <a target=""_blank"" href=""http://venturebeat.com/2015/06/24/navut-readies-u-s-launch-so-movers-to-another-city-can-know-which-neighborhood-they-want/"">sourced from the Ministry of Education from each province</a>, and demographics from the 2016 Canadian census. Providing access to census or education demographics creates opportunities for future homeowners and renters to make quality decisions while avoiding high real estate agent fees generally associated with the process.",Navut_hou_na.png,North America,No,Nov 16,Final,AA,
1061,NZIER,Consultancy advancing independent economic analyses,http://nzier.org.nz/,New Zealand,"Business, research and consulting",Supports a database that breaks down national economic analysis into user friendly datasets,"Statistics New Zealand Official Yearbooks (1893-2012), Budget data and economic statistics from the Treasury and Reserve Bank of New Zealand","<br>The New Zealand Institute of Economic Research (NZIER) is a consultancy that encourages independent analyses on economic issues within the country. Their Public Good program endeavors to empower individuals in making data-driven decision-making in business and policy-making. NZIER focuses on data management and provides the tools for different data interpretation. To strengthen existing government data, NZIER incorporates information from The Treasury, New Zealand’s <a target=""_blank"" href=""http://www.stats.govt.nz/browse_for_stats/snapshots-of-nz/digital-yearbook-collection.aspx"">Official Yearbooks (1893-2012)</a> from Statistics New Zealand, <a target=""_blank"" href=""http://www.oecd.org/gov/government-at-a-glance-2015-database.htm"">Government at a Glance database</a> from the Organisation for Economic Co-operation and Development (OECD), and the Reserve Bank of New Zealand.<br><br>These sources then develop their database called <a target=""_blank"" href=""https://data1850.nz"">Data1850</a>, which bridges data from five sectors: government, economic activity, prices, international linkages, and people. With the lack of statistics data available prior to 1850, the platform was coined Data1850. Their services include datasets or other information on economic or statistics based history, spanning from 1850 to present day. Easily operable and downloadable, the data is available for free on the website. Users choose among economic activity, people, and prices to begin, and then narrow down data options. For example, employment may be first narrowed down by industry or by occupation, then the types of services or professions.",NewZealandInst_bus_eap.jpeg,East Asia & Pacific,No,Nov 16,Final,AA,
1070,Odekro,A website that provides makes public information from the Parliament of Ghana more easily accessible,http://www.odekro.org/,Ghana,Governance,Promotes government accountability and citizen participation by making parliamentary proceedings accessible to the public,Ghanaian Parliamentary and election data,"<br>Ghana’s legislature is composed of 275 Members of Parliament (MPs) that are elected to serve their single-member constituencies. However, while the majority of the activities in parliament, such as votings, motions, and committees, take place in the open, too often, information is difficult to find, access and use. Created in 2012, Odekro is an online platform that aims to promote transparency and citizen participation in Ghana by providing public access to Bills, Motions, and Parliamentary proceedings (Hansards).<br><br>Mainly, the work of Odekro is to extract the data from different public sources, such as the Parliament of Ghana, the Electoral commission, and Ghana statistical service. While some of the data is available in excel formats, often Odekro has to convert data from paper or PDF to a machine-readable format. Making this information open allows media organizations to contribute to a more evidence-based public discussion, and increased public accountability of Members of Parliament. An example of this was the attention recently drawn to the country’s non-attending MPs after a <a target=""_blank"" href=""https://www.modernghana.com/news/660880/1/125-mps-risk-losing-seats-for-absenteeism.html"">letter sent by Odekro to the Speaker of Parliament</a> based on this data. The Odekro platform also provides tools that allow users to discuss online while discussions are taking place in the Parliament, as well as to report issues affecting their constituencies, or follow the specific issues the MPs for their constituencies are contributing to. In this way, Odekro aims to enable communities and marginalized populations to leverage this information to engage with government agencies.",Odekro_gov_ssa.png,Sub-Saharan Africa,Yes,Nov 15,Final,AA,
1075,Ojoconmipisto,Monitors the spending of municipal funds in Guatemala,http://ojoconmipisto.com/,Guatemala,Media and communications,Promoting civic-minded journalism and citizen participation,Procurement data (Guatecompras) from Guatemala’s Ministry of Finance,"<br>Ojoconmipisto.com is a project developed by <a target=""_blank"" href=""http://labmedios.com/"">Laboratorio de Medios</a>, an organization that trains journalists and others in various aspects of accessing and using public data in Guatemala. It is designed to allow reporters, social organizations and citizens to use open data to better understand municipal council spending, political affiliations and public contracts.<br><br>Started in 2013, the project made use of initial funding by the United States Agency for International Development to train journalists in working with <a target=""_blank"" href=""http://www.guatecompras.gt/"">GuateCompras</a>, a database containing municipalities’ procurement information of the national government of Guatemala. The training also includes an overall understanding of the legal framework pertaining to public procurement and freedom of information in Guatemala. Empowered with this knowledge, local journalists are expected to be better equipped to monitor and report on the spendings of municipalities.",Ojoconmipisto_med_lac.png,Latin America & Caribbean,Yes,Nov 15,Final,AA,
1086,Open Budget,A visualization tool that helps local municipalities publish and present their budgets in a user-friendly interactive format,http://www.openbudget.in.ua/?locale=en,Ukraine,Governance,Helps citizens understand budget information through visualizations,Budgets from the Ukraine Open Data Portal,"<br>Open Budget is a visualisation tool that helps local municipalities publish and present their budgets in a user-friendly interactive format. It is built by Center Eidos, an institution that trains journalists and NGOs for data-driven reporting and analytics. The goal of Center Eidos is raise public awareness in political consciousness and citizen’s proactive role in the development of Ukrainian society.<br><br>Open Budget offers three types visualizations: City Budget, Repairing Map and City programs based on data sources provided by DKAN, the Ukraine open data portal. These visualizations offer intuitive insights into complex government operations. City budget visualization supports instant understanding in how budgetary expenses are distributed across different sectors. Repairing map maps out which part of the city is under construction, and informs citizens to experience less inconvenience. City programs yields comprehensive overview as to the current progress for any budget-spending program. It not only shows remaining spendings for a program but also trends in budgetary planning for the same program during the past years. This attempt empowers citizens to hold governing body accountable for executing any city program.",OpenBudget_gov_eca.png,Europe & Central Asia,Yes,Nov 15,Final,AA,
1142,Open Oil,Publishes on the extractive industries and provides multiple platforms to browse oil contracts and oil companies’ corporate filings globally,http://openoil.net,Germany,Energy and climate,"Decrease opaque-nature of the oil industry and by doing so, increases oil companies’ accountability",Monthly energy reviews from U.S. Energy Information Administration,"<br>While transparency has been positively affected by the movement towards opening private and government data, oil contracts have remained largely unreachable. OpenOil seeks to change this, by compiling oil contracts and information on oil companies  from around the world and making this information easily accessible on its platform.<br><br>OpenOil draws its information from a large number of sources, ranging from government sources such as the U.S. Energy Information Administration, from non-governmental organizations such as the BP Statistical Review of World Energy or World Bank Extractive Industries Handbook, or from a plethora of filings all part of the public domain and voluntarily shared information from oil companies themselves. After ensuring these datasets are in a machine-readable format (many of them are originally in PDF format, OpenOil includes them in their Aleph search engine, one of the nonprofit’s several services. OpenOil also applies this publically available data and visualizes corporate oil company networks as well as creates financial models of upstream oil, gas, and mining projects.<br><br>By creating the Aleph search engine for public domain corporate filings, network visualizations, and financial models, OpenOil is bringing transparency, through previously unread, unsorted publically available data on oil contracts, to the forefront of the global conversation on oi and energy.",OpenOil_ene_eca.png,Europe & Central Asia,No,Nov 16,Final,AA,
,Otthonterkep,An online portal that provides real estate property search,http://otthonterkep.hu/,Hungary,"Housing, construction & real estate",Provides home buyers with information to better search properties,Housing market transactions from the Hungarian National Tax and Customs Office; National Crime Map from http://police.hu; Census data from Hungary’s Central Statistical Office,"<br>In light of the thriving real estate market in Hungary, the company Mapsolutions Zrt. developed the website Otthonterkep in 2013 with the goal of providing home buyers an interactive home search interface. Via its real estate property search portal, Otthonterkep provides users with information on Hungarian real estate, including average house prices, parking prices , green spaces or even a criminal and demographic information. The website also includes a map that gives an overview of the housing market in Hungary. Otthonterkep constructed this map using data provided by public sources, including housing market transactions, census data, and national crime statistics.<br><br>Since 1990, Budapest underwent a construction boom, which was fuelled not only by local demand but also by the rising interest of international investors in the real estate. Additional <a target=""_blank"" href=""http://dailynewshungary.com/map-shows-the-age-of-the-hungarian-real-estates/"">analysis</a> of Otthonterkep‘s  map conducted by index.hu offers valuable insights into the Hungarian housing stock, such as the aging of the buildings, the decline in new building permits issued in recent years, and the variation in price per square meter. The analysis also concludes that, in Hungary, there is a strong correlation of price per square meter and the age of the building, in particular for those that were built after 1990.",Otthoterkep_hou_eca.png,Europe & Central Asia,No,Nov 16,Final,AA,
1189,Päästöt.fi,A website that allows a user to examine and compare pollution emissions throughout Europe,http://Paastot.fi,Finland,Energy and climate,Bypasses local companies unwilling to disclose pollution emissions for a country-wide visualization.,Environmental data from the European Pollutant Release and Transfer Register (E-PRTR),"<br>The idea for Päästöt.fi came about when its creator ran into a roadblock while looking into greenhouse gas emissions statistics of a local energy company. In order to circumvent this issue, he came across the European Pollutant Release and Transfer Register (E-PRTR) database, which was established in July 2000 to collect the annual emissions numbers from industrial facilities across Europe. Päästöt.fi emerged was created in 2010 to allow users to compare emission levels from industrial facilities across Europe.<br><br>Päästöt.fi visualizes some 30,000 industrial facilities, from mining sites to coal-fired plants. These facilities are all mapped on the platform, and information such as CO2, heavy metal, or another 89 other kinds of industrial emissions are overlaid on this map; the magnitude of each site’s emissions is shown through circles of varying sizes, and a box to the right relates the numerical figures associated with the selected site.<br><br>Päästöt.fi manages to effectively communicate important information that was previously stored within a huge dataset that a layperson would otherwise not engage with. Through its visualization, citizens are now able to gain the necessary information to lobby and create change.",paastot-Ener-ECA.png,Europe & Central Asia,No,Nov 16,Final,AA,
,Prosper Daily,A personal finance analytics company utilizing crowdsourcing and big data analytics for consumer financial protection and savings,https://www.prosper.com/daily,United States,Consumer,Identifies fraudulent merchants using consumer complaint data,Consumer Complaint Database from the U.S. Consumer Financial Protection Bureau (CFPB),"<br>Prosper Daily, formerly known as BillGuard, uses big data analytics for consumer financial protection and savings. Combining data from banks, online commentary, and government databases, Prosper Daily monitors consumer complaints concerning payment cards and bank accounts. With a base of over a million users, Prosper Daily then identifies trends of fraudulent financial activity or wrongful charges. The goal is to narrow down the sources of fraudulent activity, whether it be a merchant or individual. Specific complaint trends considered include issues of overcharges, fraud, deceptive advertising or billing practices.<br><br>The U.S. Consumer Financial Protection Bureau’s (CFPB) open <a target=""_blank"" href=""http://www.consumerfinance.gov/data-research/consumer-complaints/"">Consumer Complaint Database</a> aggregates consumer responses and directs them to companies for potential resolution. With CFPB open data services, Prosper Daily uses publicly available datasets to resolve credit card transactions issues. These datasets combined with their algorithm help users identify sources of fraudulent activity and directly contact merchants through their mobile application. In 2014, Prosper Daily (then BillGuard), claims to have flagged <a target=""_blank"" href=""http://thenextweb.com/apps/2014/06/19/billguard-now-helps-brits-aussies-new-zealanders-combat-credit-card-fraud-hidden-merchant-fees/"">$60 million in suspect charges</a>.",Prosper Daily-Cons-NA.png,North America,No,Nov 16,Final,AA,
1285,QEdu,"A portal that displays public information on the quality of learning in each school, county and state in Brazil",http://www.qedu.org.br,Brazil,Education,Provides reliable data for educational managers to plan changes and improvements to education systems,"Education data (E.g. Prova Brasil, Censo Escolar, Ideb, and Enem) from the Ministry of Education in Brazil","<br>By monitoring the performance results of national education institutions, QEdu aims to make education data simple and accessible to anyone, whether student, teacher, manager, journalist, researcher or secretary. QEdu makes use of various datasets from the Ministry of Education in Brazil, particularly the ones related to the assessment of the quality of the Brazilian educational system, to offer a website in which users can explore the data intuitively.<br><br>The numbers provided by QEdu have also resulted in studies such as the “Excelência com Equidade"" held by the Lemann Foundation in partnership with Itaú BBA Bank, whose focus was public schools that host students of low socioeconomic status. In this study, 215 schools were identified throughout Brazil as successful case studies in which students of low socioeconomic status performed with distinction.",QEdu_edu_lac.png,Latin America & Caribbean,No,Nov 16,Final,AA,
1288,Quandl,An open data platform that gathers real-time market data,https://www.quandl.com/,Canada,IT and geospatial,"Provides free access to a repository of financial economic, and social datasets to over 100,000 users","Economic data and indices, industry, currency, commodity and interest rate data from multiple countries’ agencies, including: U.S. Agency for International Development, Bank of Israel, Brazilian Institute of Geography and Statistics, Central Bank of Argentina, Ministry of Finance and Bank of Japan, France’s National Institute of Statistics and Economic Studies, Russian Federation Statistics Service, UK Office of National Statistics, Bank of England Official Statistics, Deutsche Bundesbank Data Repository, Bank of France, Bank of Russia, U.S. Federal Reserve economic data, Federal Reserve Banks of New York and Cleveland, U.S. Treasury Financial Management Service, Puerto Rico Institute of Statistics, U.S. National Center for Education Statistics, U.S. Social Security Administration, U.S. Department of Agriculture Food and Nutrition Service, U.S. Federal Bureau of Investigation, U.S. Bureau of Economic Analysis, U.S. Bureau of Labor Statistics, U.S> Census Bureau, U.S. Patent and Trademark Office","<br>Founded in 2012, Quandl provides a repository for <a target=""_blank"" href=""https://www.quandl.com/browse?idx=database-browser"">financial, economic, and social datasets</a>, maintaining free and commercial data for public consumption to download and analyze. With a user base of over 100,000 people, Quandl allows users to maximize their use of financial market data by manipulating accurate and real-time datasets, which aid users to track industry trends for free or at a low cost. Databases are divided into sections: stocks, options, futures, forecasts, commodities, and economics. Each section contains government databases and <a target=""_blank"" href=""http://www.businesswire.com/news/home/20160912005787/en"">alternative data sources</a>, including information on consumer behavior, business intelligence, or industrial metrics, which predict changes to markets.<br><br>Through unlimited API use, Quandl permits users to access data from databases around the world from the Bank of Japan, containing 85,466 datasets, or even the U.S. Energy Information Administration Data, containing 1,498,336 datasets. This FinTech organization lends an accessible and free opportunity for investors and analysts to utilize technology platforms for data usability and access. Users benefiting from Quandl’s pursuits of big data include hedge fund managers, analysts, students, and investors.",Quandl-IT-NA.png,North America,No,Nov 16,Final,AA,
1298,RailYatri,A web and mobile application based platform providing comprehensive information on trains,http://www.railyatri.in/,India,Transportation and logistics,Simplifies train travel for thousands of passengers,Train routes and schedules from Indian local government,"<br>Over 23.9 million passengers travel and commute daily by train in India. RailYatri’s goal is to simplify travel by providing search, plan and tracking capability to more than 80% of India's Travel base. The app uses open transportation data including public schedules and routes. Other functions include checking train status with confirmation probability, tracking live location of a train, seat availability, and ticket confirmation probability, pushing train alerts, and many more.<br><br>RailYatri also goes further than providing simple statistics of transportation data and offers own analytics, for example estimating the probability of on-time train arrival.",RailYatri-Trans-SAR.png,South Asia,Yes,Nov 15,Final,AA,
1301,Rainbowagri,"A mobile internet solution that connects farmers and help them communicate, collaborate and commerce",http://www.rainbowagri.com/,India,Agriculture,Helps farmers make better price their crops,"Commodity prices, environmental data (e.g. dam water levels), and weather data from India’s data portal","<br>Rainbow Agri is a dashboard for farmers to gather news related to agriculture, prices of commodities, authorized pesticide and seed vendors in the locality, and dam water levels. India has <a target=""_blank"" href=""http://economictimes.indiatimes.com/tech/internet/mobile-internet-user-base-in-india-to-reach-371-million-by-june-iamai/articleshow/50836449.cms"">87 million rural mobile Internet users</a>, making it the world’s second largest smartphone market, and a prediction of <a target=""_blank"" href=""http://economictimes.indiatimes.com/news/economy/agriculture/indias-agriculture-sector-can-grow-6-in-case-of-normal-monsoon-this-year-niti-aayog/articleshow/51630123.cms"">6% growth</a> for the agricultural sector. Still, manifold challenges lie ahead for the continuous growth of this sector. The current availability of data, in particular of open data, has an important role to play in overcoming some of these challenges.<br><br>RainbowAgri is a mobile internet solution that aims to broadly contribute to digitize agriculture, and in this way, empower farmers to increase their productivity and income. Many of the features in Rainbow, such as live market prices from various markets in India, the daily dam water level, and location based weather updates, rely on the use of open data. RainbowAgri fetches most of the data from India’s national open data portal, as well as from other government of India websites as means to enrich the agriculture ecosystem with more information, and help farmers making informed decisions throughout the life cycle of the crop.",RainbowAgri-Agri-SAR.png,South Asia,Yes,Nov 15,Final,AA,
1347,RightShip,"Provides a cost-effective online vetting tool for ships transporting dry bulk, petroleum, chemical and gas",http://site.rightship.com/,Australia,Transportation and logistics,Uses data to uphold international safety and environmental standards for shipping vessels,Vessel information from the U.S. Coast Guard Maritime Information Exchange,"<br><a target=""_blank"" href=""https://business.un.org/en/entities/13"">Over 90% of the world's trade</a> is conducted by maritime transport. As a result, risks associated with substandard ships such as casualties, delays, rising insurance costs all create a direct impact the global market and involved industries. RightShip uses open data sources to track whether international standards and codes of conduct are upheld in the maintenance and use of ships. The company created vetting tools to assess specifically ships transporting materials involving dry bulk, petroleum, chemical, and gas.<br><br>Their Existing Vessel Design Index (EVDI) has compiled information on over 76,000 in service vessels and <a target=""_blank"" href=""http://site.rightship.com/resources/downloads/dnv-gl-methodology-review-executive-summary/"">tracks the Energy Efficiency Design Index (EEDI)</a> through International Maritime Organization (IMO) databases. These services feed into RightShip Qi, also known as <a target=""_blank"" href=""http://site.rightship.com/products/rightship-qi/"">RightShip Quality Index</a>. In addition, RightShip creates real-time diagnostics on data on relevant sources from satellite data to ship casualty history, which gathered from individual shipowners, government databases, and interest groups. Pulling together information from these sources develops accountability for individuals and companies to adhere to international standards for safety and environmental protection.",RightShip-Trans-EAP.png,East Asia & Pacific,No,Nov 16,Final,AA,
1367,Sagaci Research,Providing market intelligence and data across key industries,http://sagaciresearch.com/,Kenya,"Business, research and consulting",Market intelligence and data from African countries,Census data and national statistics on the automotive and other markets in Kenya and Nigeria,"<br>Open government data provides Sagaci Research with a valuable resource for undertaking research endeavors. Sagaci Research provides market research and intelligence dedicated to african markets on a number of industries. Its reports, databases and field research (quantitative/qualitative) provide an up-to-date in-depth understanding of the key sectors in the region (consumer goods, retail, telecommunications, financial services, construction and real-estate, and others).<br><br>In particular, census data is crucial for the process of sampling when collecting research data from different areas of the country. Other types of open government data are also used. For example, the report “Registered vehicles in Kenya and Nigeria"", which presents key facts and data on the automotive market in Kenya and Nigeria, providing a compelling overview of both markets by leveraging on national statistics, such as vehicle registrations.",SagaciResearch-Bus-AFR.jpg,Sub-Saharan Africa,Yes,Nov 15,Final,AA,
1486,SumoBrain,"Provides intellectual property information for attorneys, corporate researchers and inventors",http://www.sumobrain.com/,United Kingdom,"Business, research and consulting","Facilitates easy patent searching, data transferability, and up-to-date alerts on patent data changes","Patent data from U.S. Patent and Trademark Office, European Patent Office, and Japan Patent Office","<br>SumoBrain provides a database of multi-sourced patents and applications. In the realm of evolving intellectual property rights and the continual stream of new innovations, individuals and companies face the challenge of tracking legal developments. This platform facilitates easy information access by consolidating information from government patent websites. Databases and their contents are openly accessible and downloadable from this platform, including United States and European patents and applications, Patent Cooperation Treaty (PCT) documents, and Japanese abstracts.<br><br>An open platform for data storage and accessible usage such as SumoBrain expedites the patent search process for lawyers, investors, and researchers. While maintaining transparency, these efforts encourage greater competition and access to industry trends through government-based mechanisms, taking what already exists and interpreting the data for public use. Ultimately, the opportunity to build products off of open data lowers barriers for many entering or participating in an industry. For example, by placing government publications into one database, SumoBrain provides users around the world have immediate access to patent documents and references, all of which presented in a consistent and searchable format. Users maintain virtual tools to manage work files through annotations, exports to Excel, and editing access for colleagues.",sumobrain-bus-ECA.jpg,Europe & Central Asia,No,Nov 16,Final,AA,
