Profile ID,Case Name,Case Brief Description,URL,Country,Sector,Impact,Data Used,Long Description,Image File Name,Region,Machine Readable(Yes/No/NA),Last updated,Status,Owner,Notes
527,Excel Geomatics,Provider of geospatial information solutions to private and public organizations,http://www.excelgeomatics.com/,India,IT and geospatial,Maps open geographical data with data from the 2011 Census and NASA to target industry-specific needs,"Village and district boundary maps from India’s Census, Earth Observing System Data and Information System (EOSDIS) from the U.S. National Aeronautics and Space Administration (NASA), ASTER database from NASA and Japan’s Ministry of Economy, Trade and Industry (METI)","<br>Excel Geomatics is a consultancy that uses open geographical data to provide services within a number of technology domains including remote sensing, spatial and topographical analysis, and photogrammetry. Through National Aeronautics and Space Administration (NASA) programming, Excel Geomatics uses their <a target=""_blank"" href=""https://earthdata.nasa.gov/earth-observation-data"">Earth Observing System Data and Information System (EOSDIS)</a> to develop their services. This Earth Observation data is integrated into the organization’s specialized GIS services which analyze 2011 Census data: ward maps for over 700 towns and cities, village and district boundary maps, and population distribution maps.<br><br>Excel Geomatics seeks to address pressing needs from mineral exploration to flood mapping. For instance, Excel Geomatics has evaluated <a target=""_blank"" href=""http://www.excelgeomatics.com/wp-content/uploads/2014/07/8_Gold_Mapping_Project_Tanzania.pdf"">gold potential in the Bukambe District of Tanzania</a>. Data was sourced from the ASTER database, free high resolution imaging run by <a target=""_blank"" href=""http://www.excelgeomatics.com/wp-content/uploads/2014/07/8_Gold_Mapping_Project_Tanzania.pdf"">NASA and Japan's Ministry of Economy, Trade and Industry (METI)</a>, as well as Google Earth Imaging. With these images, Excel Geomatics identified clients needs and provided recommendations for potential investments in the mining industry. Expert geologists analyzed Excel Geomatics findings and further identified gold prevalent areas through GIS.",ExcelGeomatics_it_sar.png,South Asia,Yes,Nov 16,Final,KK,
538,Factly,A data journalism platform that seeks to integrate public information for informed reporting,https://factly.in/,India,Media and communications,Creates fact-based reporting through articles and infographics,"Indian census data, crop data from India’s Ministry of Agriculture, pension data from the Planning Commission and Department of Rural Development, communal violence data from the Ministry of Home Affairs","<br>Factly, an independent data journalism platform. To reduce information asymmetry, Factly reports news with verified public information and government data. Policy-makers, researchers, and general audiences benefit from its data-based news platform, visualizations and infographics. The organization collects data both through public domain sources and through Right to Information (RTI) requests.<br><br>For example, one <a target=""_blank"" href=""https://factly.in/communal-incidents-in-india-statistics-57-communal-incidents-per-month-last-4-years-85-these-incidents-happen-in-8-states/"">article</a> used data from the Ministry of Home Affairs to count the total number of communal incidents that occurred in India from 2011 to 2015. It revealed that 85% of the 3365 incidents took place in eight specific states: Bihar, Gujarat, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Rajasthan and Uttar Pradesh. Within the remaining states, seven failed to report a single incident of communal violence. Publishing this article enhanced a dialogue on the subject of law and order within state governments, shedding light on systemic issues.<br><br>Factly sources information from a number of from government data sources, such as the Census from the Ministry of Agriculture, Annual Reports with The Planning Commission, Department of Rural Development, and more. Delivering public information through three mediums - articles, infographics, and videos, Factly seeks to 'make public data meaningful.'",Factly_med_sar.png,South Asia,Yes,Nov 15,Final,KK,
549,Farmerline,An SMS-based service that provides small-scale farmers with up-to-date agricultural information and advice,http://farmerline.co/,Ghana,Agriculture,Helps farmers increase crop yield and encourage new farming practices.,"Agricultural data from the Ghanaian Ministry of Food and Agriculture (MOFA), weather data from a number of sources","<br>Farmerline, an SMS-based service, provides small-scale farmers with up-to-date agricultural information and advisement based in Ghana. Farming accounts for <a target=""_blank"" href=""http://data.worldbank.org/indicator/NV.AGR.TOTL.ZS?locations=GH"">over a fifth of the country’s GDP</a>, and <a target=""_blank"" href=""http://data.worldbank.org/indicator/SL.AGR.EMPL.ZS"">42% of the workforce</a>. However, many farmers in Ghana operate small-scale farms and face an uphill battle for agriculture information due to a lack of internet access and the diversity of local languages.<br><br>Farmerline addresses both these issues, providing local farmers access to accurate, up-to-date weather forecasts and market prices. In turn, the farmers gain immediate knowledge of competitive pricing and if not larger, steadier yields due to the agronomic tips and support.<br><br>Open government data is at the heart of this effort. Launched in 2013, Farmerline gathers open data on weather and market prices, and then repackages the information into outbound text and voice SMS messages, <a target=""_blank"" href=""http://farmerline.co/2045-2/"">servicing over 5000 farmers</a> in Ghana and available in nine different local languages. Fully incorporating voice messages in its service, Farmerline has expanded to farmers in rural areas, where <a target=""_blank"" href=""http://www.statsghana.gov.gh/docfiles/glss5_report.pdf"">literacy rates remain under 50%</a>.",Farmerline_agr_ssa.png,Sub-Saharan Africa,Yes,Nov 15,Final,TG,
551,FarmLogs,Company supporting farmers through technology to enhance crop production and reduce waste,https://farmlogs.com/,United States,Agriculture,Creates tools to measure crop management and environmental factors such as rainfall and soil composition,"Weather and rainfall data from U.S. National Oceanic and Atmospheric Administration’s (NOAA) National Climatic Data Center, soil data from the U.S. Department of Agriculture","<br>FarmLogs provides farmers with a free software and mobile application to map and analyze crop yields and environmental conditions for crop growth through government data. Their Farmlogs free Standard includes several features: Field Mapping, Scouting and Notes, Activity Tracking, Rainfall Tracking, GDD Accumulation, Soil Composition Maps, Growth Stage Analysis, Yield Maps, Input Planning. They also empower farmers to coordinate with the government to request data for their lands. On their website, FarmLogs details instructions on how to contact the U.S. Department of Agriculture's Farm Service Agency for field boundary data. Upon receipt, FarmLogs interprets the data and creates field boundaries on mapping systems for farmers to demarcate their lands.<br><br>Utilizing publicly accessible data remains essential to building its database of information. FarmLogs also <a target=""_blank"" href=""https://farmlogs.zendesk.com/hc/en-us/articles/203243309-How-the-rainfall-feature-works"">tracks rainfall activity</a> with data from the National Oceanic and Atmospheric Administration (NOAA) and the Department of Agriculture datasets to analyze <a target=""_blank"" href=""http://www.nytimes.com/2015/06/25/business/smallbusiness/farmlogs-app-helps-farmers-collect-and-retrieve-data.html?_r=2"">soil health</a>. Incorporating real-time data from the government easily connect farmers to focus on crop production and avoid unnecessary waste. This free feature also monitors GDD accumulation, or heat accumulation, over a plot of land as well as color coded yield maps.",Farmlogs_agr_na.png,North America,NA,Nov 16,Final,KK,
627,GeoPostcodes,A search engine for zip/postal codes for over 250 countries,http://www.geopostcodes.com/,United Arab Emirates,IT and geospatial,Utilizes open geographical data to create accurate reports on geocoding through a map and databases,"Codes and administrative levels from national statistics offices from all countries, and the U.S. Bureau of Transportation Statistics","<br>GeoPostcodes collects, manages and publishes geographical information on geographical information. For clients that rely on distributing information to large user bases, reliable geographical information is critical to effective marketing. GeoPostcodes operates off of datasets covering <a target=""_blank"" href=""http://www.geopostcodes.com/coverage#3/40.00/-2.00"">almost 10 million postcodes and over 18 million streets</a>. These datasets detail geographic coordinates, time zones, reference codes, ZIP codes or postcodes, and administrative divisions. Commercial services include geocoding addresses, distance calculations, and geo-mapping.<br><br>In their data catalog, the index of postal and ZIP codes includes 253 countries and territories, allowing for greater reach. Data is available for up to four administrative levels, such as region, province, district, and town/village. An interactive map demonstrates a visual representation of their collected data with a synopsis of the ISO Code, Postcodes format, and numbers of administrative levels, regions, and postcodes. Data is sourced from each country’s National Statistical Offices (NSOs) and <a target=""_blank"" href=""http://www.geopostcodes.com/support#structure"">coded into the regional datasets</a>, including ISO, country, language, and other classifications. Other information is sourced from the United Nations Geographic Information System for country codes, Internet Assigned Numbers Authority (IANA) Time Zones Database, and International Organization for Standardization for currencies and official languages.",GeoPostcodes_it_mna.png,Middle East & North Africa,NA,Nov 16,Final,KK,
631,Geospheres,Geospatial services provider,http://www.geosphereservices.com,Morocco,IT and geospatial,Increases use and access to geospatial data in Morocco,Urban data from local government; Moroccan census statistics; Topographic data form Ministry of Urbanism,"<br>Founded in 2009, Geospheres digitizes, collects and analyzes geospatial data in Morocco. Where each local government collects and published its data independently, Geospheres harmonizes and digitizes the information to make it analyzable, and in machine-readable formats. They combine this information with statistical and administrative data obtained from the last Moroccan census, and supplement this data with socio-economic data collected themselves.",geosphere_IT_MENA.png,Middle East & North Africa,Yes,Nov 23,Final,AA,
649,GoodGuide,"A platform which provides users with health, environmental, and social performance information of consumer products and companies.",http://www.goodguide.com/,United States,Consumer,Increase consumer knowledge of purchased products and manufacturer accountability,Toxic Release Inventory (and many other datasets) from the U.S. Environmental Protection Agency,"<br>In an ever-expanding market of consumer products and goods whose origins are often completely unknown to the buyer, information on where and under what conditions was a product made is hard to come by. GoodGuide works to provide consumers with this kind of information through its searchable consumer product database, ranking products such as candy, coffee and tea, food, and household chemicals, by their health, environment, and social performances.<br><br>GoodGuide draws its information from a wide variety of sources, from scientific institutions to NGOs to open government data sources. Its algorithm takes these datasets and ranks products correspondingly. For example, if a user were to look up Teas, they would find Frontier’s and Twinings’ Green Teas, as well as 4,831 other tea products, all ranked with an aggregate GoodGuide score as well as company, environment, and social scores. These scores are associated with indicators such as the amount of recycled content in their packaging for their environmental score, or whether a product is certified fair trade for its social score.<br><br>GoodGuide improves the ability for consumers to not only learn what they are buying in terms of work conditions and company environmental and social efforts, but also to gain a level of collective purchasing power based on increased information symmetry.",GoodGuide_con_na.png,North America,NA,Nov 16,Final,TG,
667,Gramener,Data visualisation and analytics company,https://gramener.com,India,IT and geospatial,Helps sales managers make use of large amounts of data through interactive visualizations,"Socio-Economic and Caste Census data from the Ministry of Rural Development, geospatial data, and education data from India's National Council Of Educational Research And Training","<br>Founded in 2010, Gramener aims to make make the consumption of data across organizations a simpler process. Based on its data visualization and analytics solutions, Gramener has been serving clients spread across a number of industries including pharmaceutical, media, telecom, BFSI, retail, healthcare, airlines, manufacturing, education and public sector.<br><br>In the process of helping its clients solve complex business problems, Gramener frequently uses public data to create insightful visualizations and analytics. For example, Gramener takes advantage of public geospatial data for performance of metrics at various levels of geographic granularity, as well as census data.<br><br>Gramener’s use of open data is not confined to its commercial projects. Gramener has analyzed a wide rage of open datasets available in machine-readable format in India to create compelling visualizations. For example, it evaluated <a target=""_blank"" href="""">predictors of student performance</a> using data from the National Achievement Survey to find that the parents’ occupation and education levels are the greatest predictor of student outcomes. Other projects include an <a target=""_blank"" href="""">exploration of the economic diversity in India</a> from the Socio-Economic and Caste Census data, a visual <a target=""_blank"" href="""">review of historical election data</a> from 1951 to present, and an analysis of public spending in toilet construction to evaluate the <a target=""_blank"" href="""">effectiveness the government’s sanitation campaign</a> for an NGO.",gramener_IT_SAR.png,South Asia,Yes,Nov 23,Final,GM,
675,Green Patrol,Advocate for environmental protection through regional investigations and civil society accountability measures,http://greenpatrol.ru/ru,Russian Federation,Energy and climate,Hold environmental violators accountable through an open platform,"Environmental data from regional data portals and Russia’s Ministry of Natural Resources and Environment, including main air polluters and surface water bodies, environmental protection expenditures; mortality and population data from the Federal State Statistics Service","<br>Established in 2007, Green Patrol, an environmental protection advocacy group seeks to create a more ecologically-oriented civil society. Green Patrol leads investigations using citizen-based self-reporting systems, regional data from the Ministry of Natural Resources and Environment, regional open data portals, and Green Patrol investigations. Through a <a target=""_blank"" href=""http://greenpatrol.ru/sites/default/files/broshyura_english_prezent.pdf"">network of 53 branches</a> throughout Russia, they collect data and integrate findings on environmental governance issues onto the online database. Green Patrol has investigations completed on 85 regions in Russia.<br><br>To support these investigations, Green Patrol uses geographic information system (GIS) to create accurate environmental rankings of the entities within Russia. These rankings rely on indicators such as water, land resources, bioresources and more, along with environmental indexes. In order to use this data, Green Patrol seeks information from regional data portals and Russian Ministries; they include mortality data, environmental protection expenditures, and air polluters and surface water bodies. Through these mediums, Green Patrol created for the Sakha Republic, for example, a <a target=""_blank"" href=""http://greenpatrol.ru/sites/default/files/doklad_o_sostoyanii_i_ohrane_okruzhayushchey_sredy_respubliki_saha_2014_god.pdf"">2014 regional report</a> and <a target=""_blank"" href=""http://greenpatrol.ru/ru/regiony/respublika-saha-yakutiya"">up-to-date assessments</a> to evaluate environmental policy violations. Subsequently, the Sakha Republic was marked in 73rd place of 85.",GreenPatrol_ene_eca.png,Europe & Central Asia,NA,Nov 16,Final,KK,
696,Haezoom,An online platform that calculates potential energy savings from installing solar panels on a user’s residence,http://www.haezoom.com/,South Korea,Energy and climate,Offers common standard for solar panel industry and reduces asymmetric information between small solar panel brokers and consumers,"Building, solar radiation, air temperature data from South Korea’s Ministry of Land, Infrastructure, and Transportation, Ministry of Environment, the National Academy of Sciences, and Korea Meteorological Administration","<br>Solar is a burgeoning industry in South Korea. Yet, as solar panel sales continue to rise yearly, they continue to be driven by small brokers, the majority of whom claim their product is the best on the market. Haezoom attempts to equalize the market playing field, by providing consumers with accurate estimates of savings from installing solar panels in their homes.<br><br>Haezoom is one of many companies that have sprung up from the South Korean government’s 2013 <a target=""_blank"" href=""http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=142444#0000"">public data act</a>, and Haezoom itself relies on building, geographical, solar radiation, air temperature, as well as a number of other datasets provided by several Ministries in the government, the National Academy of Sciences, and the Korea Meteorological Administration. It analyzes these datasets alongside the user’s monthly electrical bill to predict expected energy savings, installation costs, and CO2 emission reductions. The service then suggests which solar energy installation best suits the user’s needs.<br><br>Haezoom fills two essential, yet previously vacant, roles within the South Korean solar industry. First, it provides an impartial cost-benefit analysis of solar panel installation to clients. Second, it suggests credible manufacturers to purchase solar panels from based on its user’s needs. In doing so, Haezoom promotes the adoption of solar energy by increasing the amount of information available to customers.",Haezoom-Ener-EAP.png,East Asia & Pacific,NA,Nov 16,Final,TG,
725,Housing Social,An online map-based real-estate search portal,http://housing.com,India,"Housing, construction & real estate",Improves the efficiency of India's real estate market through greater information access,"City development plans, building regulations, public records of transactions of properties, from local authorities, tax rates, and Housing Price Indexf from the Ministry of Home Affairs Office of the Registrar General, census data from the Census Commissioner","<br>Born out of the need to simplify the search for a home, free of fake listings and endless site visits, Housing Social created a unique property search platform that filled the gaps left by others in the market. The online platform has a built-in search engine for housing deals and maps. The site also provides information on the latest real estate news, developer information, and price trend analysis. User friendly features such as data visualizations of homes through mapping systems and options for homeowner or renter preferences are available to narrow down the search. As of June 2nd 2016, Housing.com’s monthly visits increased from 1 million to 3.5 million, a 250% surge over the last 6months, emerging as the most popular platform for buying and sell homes in the country.<br><br>Much of the work is credited to the Data Sciences Lab that features Listing Decay, Housing Lifestyle Ratings, Housing Estimates, Product Analytics, and Agent Happiness Indexes. These algorithms help produce Heat Maps and Traffic Flux, which are data visualizations models of statistical information. For example, a Price Heat Map is created to corresponded prices per square foot to a distinct color. The higher the price, the more a region has a red color, the lower the price, the more green a region is. Data are sourced from the Ministry of Home Affairs with census data and the Open Government Data Platform - Housing Price Index.",housingsocial_HOU_SAR.png,South Asia,Yes,Nov 23,Final,JC,
730,Humanitarian Openstreet Map Team (HOT),A community of volunteers developing collaborative maps for humanitarian aid,https://hotosm.org/,Indonesia,IT and geospatial,Provides free up-to-date maps for relief organizations to better respond to disasters or political crises,Census and geospatial data from numerous countries,"<br>When a major disaster strikes anywhere in the world, providing humanitarian workers on the ground with quick access to up-to-date maps is hugely valuable, especially in places where base map data is often scarce and typically out of date.<br><br>The Humanitarian OpenStreetMap Team (HOT) is a web project that aims to create a free and open map of the entire world. The collaborative maps are built from volunteers surveying with GPS, digitizing aerial imagery, or collecting and liberating existing public sources of geographic data, such as administrative boundaries, or water/hydrology maps. The scope of the maps produced by the HOT goes beyond disaster preparedness to also include post-disaster socio-economic development, and the maps often integrate other types of open data such as census data, or infrastructure mapping data (e.g. power lines, communications towers). This effective combination of open datasets, powered by a crowdsourced approach, has granted the HOT with a proven record in <a target=""_blank"" href=""https://hotosm.org/projects/disaster-mapping"">disaster mapping projects</a> ranging from Sri Lanka, to Ecuador or Afghanistan.<br><br>The HOT is also engaged in developing open source <a target=""_blank"" href=""https://hotosm.org/projects/technical"">applications</a> to leverage collaborative mapping in the field of geographic information for humanitarian aid. Following its bottom-up approach, the HOT also supports <a target=""_blank"" href=""https://hotosm.org/projects/community"">community mapping projects</a> around the world by assisting people to create their own maps for socio-economic development and disaster preparedness.",hot_IT_SAR.png,South Asia,Yes,Nov 23,Final,GM,
734,IAG Ltd,"A general insurance group with operations in Australia, New Zealand, Thailand and Vietnam",http://www.iag.com.au/,Australia,Finance and insurance,Identifies areas of greatest vulnerability to natural disasters through data mapping applications,"Census data from Australian Bureau of Statistics, Cyclone Track Maps from the Bureau of Meteorology and New South Wales Rural Fire Service","<br>IAG is an insurance company that provides customer protection plans from environmental disasters and advocates for the expansion of government data. As a founding member of the Australian Business Roundtable for Disaster Resilience & Safer Communities, IAG works to create a national approach toward investing in disaster mitigation efforts through big data applications. IAG relies on government statistics to price and issue policies, process claims, create predictive modeling, and pursue risk management. These data sources include the Geoscience Australia, the Australian Bureau of Statistics, the Bureau of Meteorology for Cyclone Track Maps, and the New South Wales Rural Fire Service RSS Feed.<br><br>Subsequently, IAG was tasked by the United Nations Environment Program (UNEP) to lead the second phase, <a target=""_blank"" href=""http://globalriskmap.nicta.com.au/About.html"">Global Risk Map</a>, of the Principles of Sustainable Insurance (PSI) Global Resilient Project, looking at risk reduction in natural disasters. This project’s virtual tools track national-level vulnerability to natural hazards, national-level resilience, the economic and social impacts, exposure to natural hazards, and country-level natural hazard events. Under the approval of the UNEP, data sources are EM-DAT database, INFORM, World Bank Database, PreventionWeb. Along the data catalogue, users may narrow down disaster types and download feature information in CSV formatting.",IAG_fin_eap.png,East Asia & Pacific,NA,Nov 16,Final,KK,
755,IndiaSpend,"A data journalism nonprofit organization aiming to foster better governance, transparency and accountability",http://www.indiaspend.com,India,Media and communications,Fosters data-based discussion and analysis of important policy issues,"India's Census data , health data from the Ministry of Health and Family Welfare of India, budget and economic data from India's data portal","<br>Originally started as a monitoring tool for government spending, IndiaSpend is currently a nonprofit organization whose broader objective is to foster better governance, transparency and accountability in the Indian government. To achieve this goal, IndiaSpend utilises open data, such as census data, health data, or budget and economic data, to analyze a range of issues. Examples include the use of census data to analyze <a target=""_blank"" href=""http://www.indiaspend.com/cover-story/low-birth-weight-preterm-delivery-cause-most-newborn-deaths-in-india-45376"">newborn mortality factors in India</a>, and the <a target=""_blank"" href=""http://www.indiaspend.com/category/budget-2016-the-stories-behind-the-numbers"">impact of India’s national budget on different sectors of society</a>. Broadly, IndiaSpend’s commitment to deliver data-driven journalism of public interest aims to help Indian society take objective views on important policy issues, and foster data-led discussion and analysis. This information, which covers important issues such as health, women’s empowerment, or education, is then distributed as content to newspapers and news channels.<br><br>IndiaSpend simultaneously embraces the objective of making the use of data a more common tool for Indian society. Accordingly, IndiaSpend launched <a target=""_blank"" href=""http://factchecker.in/"">Factchecker</a>, a dedicated fact checking initiative that examines the accuracy of the assertions made by those in public life.Based on the belief that data is a fundamental resource for citizens in the governance process, IndiaSpend has developed other data-centered solutions, such as a “<a target=""_blank"" href=""http://www.indiaspend.com/wp-content/DataRoom/index.html"">Data Room StateSide</a>” where users can explore a variety of state-level health/education/household indicators in India.",indiaspend_MED_SAR.png,South Asia,Yes,Nov 23,Final,GM,
776,InstaVIN,App that provides access to vehicle history and title reports,https://www.instavin.com,United States,Transportation and logistics,Providing consumers with complete vehicle history and title report,Vehicle information from the U.S. National Motor Vehicle Title Information System (NMVTIS) and State Departments of Motor Vehicles; Police records from local Police datasets,"<br>Vehicle history reporting provides detailed information about a vehicle’s past and can help uncover hidden negative history. Accordingly, information on a vehicle’s history is therefore seen as an essential help for shoppers to make better purchase decisions when buying cars. InstaVIN addresses this by providing a vehicle history reporting service that looks up information on a Vehicle identification number (VIN) instantly when it is submitted by a consumer, and then sends the information back to the consumer.<br><br>The service runs an immediate background check on the vehicle, grabbing information from state and federal government sources, like the National Motor Vehicle Title Information System, police reports, as well as from private sources like car dealers and insurance records. This information, which may include theft, towing, impound, lien data, vehicle specifications, is then sent right back to the consumer. Taking advantage of this combination of data sources, consumers can get the title and salvage history of a vehicle thus reducing the risk of making a costly decision when purchasing it.",InstaVIN_tra_lac.png,North America,NA,Nov 16,Final,GM,
779,Institute for Development of Freedom of Information (IDFI),A nonprofit organization committed to enhancing openness of the government and promoting an informed civil society,https://idfi.ge,Georgia,Governance,Ensures freedom of expression and access to public information through an open data portal,All types of data from Georgia's government,"<br>Founded in 2009, The Institute for Development of Freedom of Information (IDFI) is a nonprofit organization committed to ensuring access to public information enhancing to promote an open government and an informed civil society in Georgia. As part of its mission to monitor the implementation of the right of access to public information in Georgia, IDFI submits a large number of Freedom of Information (FOI) requests to all public institutions. However, since the Freedom of info act in Georgia does not specify in what format the data should be delivered. the vast majority of the data obtained by IDFI is in PDF. This data is therefore converted to a machine-readability format by the IDFI team so that it can be published in a dedicated online <a target=""_blank"" href=""http://www.opendata.ge/"">data portal</a>.<br><br>The work of IDFI towards more openness of the government and <a target=""_blank"" href=""https://idfi.ge/en/increasing-access-to-judicial-decisions-in-georgia"">access to public information covers a wide range of activities. For example, IDFI has produced extensive research and other studies in topics such as access to legal information and court decisions, open parliamentary data in Georgia according to international standards</a>, and transparency of public procurement information. Being part of a number of coalitions, IDFI has established itself as one of the main organizations in Georgia actively involved in the international initiative of <a target=""_blank"" href=""http://www.opengovpartnership.org/"">Open Government Partnership</a>, and in the <a target=""_blank"" href=""https://idfi.ge/en/open-government-partnership"">Open Government Georgia’s Forum</a>, which is the national coordination mechanism in Georgia.",IDFI_GOV_ECA.jpg,Europe & Central Asia,Yes,Nov 23,Final,GM,
1890,Janaagraha Centre for Citizenship and Democracy,A nonprofit organisation aiming to improve quality of life in urban India,http://www.janaagraha.org,India,Governance,"Helps local governments open up their data, and citizens better understand municipal budgets",Municipal operations and finance data from Indian municipalities,"<br>Founded in 2001, the Janaagraha Centre for Citizenship and Democracy is a nonprofit organisation based in Bangalore, India, which aims to improve quality of life in urban India. Janaagraha approaches this from two distinct angles: quality of urban infrastructure and services (roads, drains, traffic, transport, water supply etc.) and quality of citizenship (citizen participation).In order to improve quality of life in India, the Janaagraha Centre for Citizenship and Democracy works with citizens, as well as with governments, in catalyzing civic participation and governance reforms.<br><br>In 2014, Janaagraha launched <a target=""_blank"" href="""">Open Works</a>, a program that can be used by local governments in opening up data on their operations and finances in a machine-readable format. The program advises public officials on how to open municipal data pertaining to existing civic infrastructure and services in an open data portal. Complementarily, Open Works also aims to empower communities with actionable municipal data. To do so, Janaagraha publishes the <a target=""_blank"" href="""">Budget Briefs</a>, a series of reports intended to help “demystify” the budget data of the city of Bangalore in India. The <a target=""_blank"" href="""">reports</a> offer citizens the ability to explore the allocation of public funds across different geographies or across infrastructure types (roads, footpaths, water drains, garbage and parks).",janaagraha_GOV_SAR.jpg,South Asia,Yes,Nov 23,Final,GM,
841,KataData,An economics and business publication,http://databoks.katadata.co.id,Indonesia,Media and communications,"Publishes data, articles, reports and visualizations for economic and business analysis",Economic statistics and business data from Indonesia,"<br>Katadata offers an analytical news and research portal which provides economic and business data, news and investigations. The portal builds on Indonesia’s Internet growth, mobile and social media usage, as well as the country’s economic growth, which justify the need for the dissemination of more economic and financial information.<br><br>Katadata makes extensive use of open data while combining journalism and analysis, i.e. news and research, in its day-to-day business. In this context, Katadata created Databoks, a data portal that hosts business and economic statistical data from Indonesia. Considering the fragmentation of Indonesian economics and business data, Databoks was created with the goal of facilitating the use of data by companies, business people, researchers, students, government and media for various purposes, such as presentations, report creation and strengthening of media coverage.",Katadata_bus_eap.png,East Asia & Pacific,Yes,Nov 15,Final,GM,
842,Kathmandu Living Labs,"A civic technology organization that co-creates digital tools and information infrastructure for government, nonprofits and businesses",http://www.kathmandulivinglabs.org/,Nepal,IT and geospatial,Engages a community to develop high impact data and technology solutions for the benefit of society,Human index data from Nepal's National Planning Commission,"<br>Kathmandu Living Labs is a civic technology company that utilizes open data for community tech projects in Nepal. In 2011, the World Bank launched the Open Data for Resilience Initiative (OpenDRI) was launched to apply the concepts of the global open data movement to the challenges of reducing vulnerability to natural hazards and the impacts of climate change. The initiative aimed to build capacity and long-term ownership of open data projects with client countries - one of which was Nepal. Using open data on the geolocations of educational institutions, health facilities, road networks, religious sites and other geographic features of Kathmandu Valley, <a target=""_blank"" href=""https://www.openstreetmap.org/#map=5/51.500/-0.100"">OpenStreetMap</a> was successfully developed and deployed. Not wanting to lose the momentum generated by OpenStreetMap, Kathmandu Living Labs was created shortly after.<br><br>Completed and ongoing projects of Kathmandu Living Labs include <a target=""_blank"" href=""http://www.kathmandulivinglabs.org/projects/national-housing-reconstruction-programme"">National Housing Reconstruction Programme</a>, <a target=""_blank"" href=""http://www.kathmandulivinglabs.org/projects/quakemaporg"">QuakeMap.org</a>, <a target=""_blank"" href=""http://www.kathmandulivinglabs.org/projects/mapping-schools-and-hospitals"">Mapping Schools and Hospitals</a>, and many others. Government data from their respective sectors are used in all of these projects to identify key points of interests on these maps. For example, Mapping Schools and Hospitals utilizes <a target=""_blank"" href=""http://data.opennepal.net/"">exposure data</a> at the individual building level for all academic institutions (2256 schools, colleges and universities) and majority of health facilities (350 hospitals, health posts, polyclinics, etc.) in Kathmandu Valley. Working with the Government of Nepal for the National Housing Reconstruction Programme, Kathmandu Living Labs will analyze housing damage surveys and their corresponding databases to identify earthquake victims in need of housing assistance.",kathmandu_IT_SAR.png,South Asia,Yes,Nov 23,Final,SH,
869,La Nacion,Argentine daily newspaper covering national and international news,http://www.lanacion.com.ar,Argentina,Media and communications,Investigative journalism and making government information accessible in an open format,"Many including macroeconomic data, consumer indices, monthly industrial data, weather data, CO2 emissions, consumer complaints, tourism statistics, transportation data, political contributions in Argentina, and Buenos Aires census data","<br>La Nacion newspaper has been engaged in using and disseminating open data in various ways. In 2010, the newspaper started a project on data visualization where journalists, graphic designers and computer scientists worked together to understand how visualization tools can be used for reporting. The first delivery of this initiative, a <a target=""_blank"" href=""http://www.lanacion.com.ar/1380725-colectivos-insaciables-un-cheque-diario-de-10-millones-en-subsidios"">report</a> on Argentina’s Subsidies System for Transportation, relied on combining open transportation data from two government agencies ( Secretary of Transportation, and National Commission for Transport Regulation). The investigation discovered that the subsidies (gas and cash) grew dramatically (up to $34 billion) during the past ten years, and revealed the 20 companies that received more money from this system.<br><br>However, getting the public data in the first place poses a significant challenge. Since Argentina doesn’t have a law that allows citizens access public documents, like Freedom of Information Act in the U.S, all the information used in this investigation had to be converted from PDF’s documents to CSV and Excel files. In this context, making public data available in an open format is another goal of La Nacion. In march 2012, the newspaper launched an <a target=""_blank"" href=""http://data.lanacion.com.ar/dashboards/4608/actividad-legislativa/"">open data portal</a>. In this portal, users can access official data in the domains of legislation and policy-making, general indicators, environment, sports, and economics.",LaNacion_med_lac.png,Latin America & Caribbean,NA,Nov 16,Final,GM,
878,Lebanese Association for Democratic Elections,A website that features visualizations of elections according to voter trends,http://www.lade.org.lb/,Lebanon,Governance,Promotes electoral transparency and reform in Lebanon,"Demographic and electoral data from the Ministry of the Interior and Municipalities (MoIM), the Directorate General of Personal Services (DGPS), and www.elections.gov.lb website","<br>For Lebanon’s 2017 general elections, the Lebanese Association for Democratic Elections (LADE) and Lamba Labs have created a data platform that visualizes voter trends in past elections to help foster discussions, reform, and participation in the Lebanese election process. The Lebanese Elections Data Analysis project features visualizations such as voter trends based on gender, voter representation in the Parliament, and citizen involvement in the political system.<br><br>These visualizations are based on data collected by the LADE as well as from government data published by the Ministry of the Interior and Municipalities (MoIM), the Directorate General of Personal Services (DGPS), and the www.elections.gov.lb website. Additionally, during the election, LADE is prepared to monitor electoral violations and map them on its website. It will also create maps similar to those on its website in order to delineate voting patterns and proportionality of the election. LADE’s project will help ensure transparency in the upcoming general elections and provide vital information informing citizens and legislators on how to move forward with legislative and electoral reforms.",LebaneseAssoc_gov_mna.png,Middle East & North Africa,NA,Nov 16,Final,TG,
